combined_datetime,temperature,feels_like,dew,humidity,precip,wind_gust,wind_speed,wind_direction,sea_level_pressure,cloud_cover,visibility,solar_radiation,solar_energy,uv_index,start_hour,Nitrogen Dioxide (Parts Per Million),Nitric Oxide (Parts Per Million),Particulate Matter 10 (Micrograms/Cubic Meter),Particulate Matter 2.5 (Micrograms/Cubic Meter),Carbon Monooxide (Parts Per Million),Ozone (Parts Per Million),Sulphur Dioxide (Parts Per Million),day_of_week,month,day_of_year
2022-01-01 00:00:00,38.9,33.8,29,67.34,0,9.6,7,109,1012.6,0,9.9,0,0,0,0,0.0082,0.0005,19,18,0.3135,292.698822,0.00000473707769,5,1,1
2022-01-01 01:00:00,36.2,31.6,29,74.65,0,9.4,5.6,195,1013.8,0,9.9,0,0,0,1,0.0032,-0.0001,12,3,0.3722,292.540894,0.00000468941471,5,1,1
2022-01-01 02:00:00,37.8,30.9,27.3,65.61,0,9.6,10.1,260,1015,0,9.9,0,0,0,2,0.0056,0,9,6,0.397,292.459076,0.00000462719072,5,1,1
2022-01-01 03:00:00,35.7,31.8,27.7,72.44,0,9.6,4.6,355,1016.4,0,9.9,0,0,0,3,0.0072,-0.0001,7,7,0.3572,292.478241,0.00000448062201,5,1,1
2022-01-01 04:00:00,34.5,31.6,28.1,77.12,0,9.8,3.5,239,1016.8,0,9.9,0,0,0,4,0.0083,0,12,7,0.3173,292.55127,0.00000434668345,5,1,1
2022-01-01 05:00:00,31.2,31.2,27,84.19,0,9.4,2.3,77,1017.9,0,9.9,0,0,0,5,0.0087,-0.0002,16,6,0.2836,292.756287,0.0000042722927,5,1,1
2022-01-01 06:00:00,30.4,30.4,27,86.84,0,8.9,1.2,83,1019.3,0,9.9,0,0,0,6,0.012,0.0001,7,8,0.3107,293.039276,0.00000421005234,5,1,1
2022-01-01 07:00:00,29.9,29.9,26.1,85.61,0,8.7,0,0,1021,0,9.9,4,0,0,7,0.0142,0.0024,14,8,0.3807,293.298553,0.00000421295999,5,1,1
2022-01-01 08:00:00,31.5,31.5,28.5,88.47,0,9.6,0.1,6,1022.1,0,9.3,27,0.1,0,8,0.0102,0.0045,11,13,0.3443,293.448364,0.00000428640396,5,1,1
2022-01-01 09:00:00,35.8,35.8,29.9,78.82,0,11.6,2.2,27,1023.2,0,9.9,71,0.3,1,9,0.0062,0.003,10,7,0.1709,293.564545,0.0000043751711,5,1,1
2022-01-01 10:00:00,40.2,33.4,26.7,58.2,0,16.1,11,50,1024,0,9.9,220,0.8,2,10,0.0027,0.0002,10,5,0.1493,293.72345,0.00000450384687,5,1,1
2022-01-01 11:00:00,43.4,36,23.9,45.79,0,25.1,15.7,58,1023.9,0,9.9,307,1.1,3,11,0.0014,-0.0003,12,2,0.1335,293.905884,0.00000468189319,5,1,1
2022-01-01 12:00:00,45.7,38.9,21.1,37.32,0,28.2,15.7,70,1023.3,0,9.9,384,1.4,4,12,0.0014,-0.0003,7,-1,0.127,294.090973,0.00000481013421,5,1,1
2022-01-01 13:00:00,46.5,39.9,21.1,36.2,0,28.4,16,66,1023.1,0,9.9,346,1.2,3,13,0.0014,0.0001,6,0,0.1326,294.293091,0.0000049517862,5,1,1
2022-01-01 14:00:00,46.1,39.9,18.9,33.41,0,28.6,14.1,57,1023,0,9.9,260,0.9,3,14,0.0015,-0.0002,6,1,0.1432,294.514893,0.00000513710575,5,1,1
2022-01-01 15:00:00,47.6,42.4,18.9,31.7,0,27.5,11.9,52,1023.7,0,9.9,100,0.4,1,15,0.0016,-0.0002,8,2,0.1446,294.648865,0.00000532872491,5,1,1
2022-01-01 16:00:00,47,41.4,18.3,31.53,0,25.5,12.9,48,1024.2,0,9.9,42,0.2,0,16,0.0028,-0.0003,6,2,0.1575,294.699738,0.00000558158445,5,1,1
2022-01-01 17:00:00,42.9,37.5,22.3,43.62,0,19.9,9.4,37,1025.2,0,9.9,11,0,0,17,0.0043,-0.0002,7,3,0.1803,294.782623,0.00000581863696,5,1,1
2022-01-01 18:00:00,39.1,32.2,23,52,0,13.4,10.8,23,1026.1,0,9.9,0,0,0,18,0.0077,0.0002,9,6,0.2766,294.966095,0.00000588789135,5,1,1
2022-01-01 19:00:00,37.2,30.2,22.1,53.94,0,11.2,9.9,51,1027.2,0,9.9,0,0,0,19,0.0076,0.0002,7,9,0.3135,295.156403,0.00000578377831,5,1,1
2022-01-01 20:00:00,36.1,36.1,21.6,55.18,0,10.7,0.2,1,1028.1,0,9.9,0,0,0,20,0.0114,0.0005,13,5,0.2698,295.247894,0.00000559680939,5,1,1
2022-01-01 21:00:00,34.9,34.9,22.6,60.43,0,10.5,2.3,248,1028.8,0,9.9,0,0,0,21,0.0215,0.0047,20,4,0.2688,295.219543,0.000005387903,5,1,1
2022-01-01 22:00:00,30.4,25.9,24.2,77.63,0,10.1,4.3,275,1029.4,0,9.9,0,0,0,22,0.0263,0.0102,29,16,0.2286,295.147125,0.00000521508173,5,1,1
2022-01-01 23:00:00,30.7,26.4,23.3,73.64,0,10.7,4.2,295,1029.3,0,9.9,0,0,0,23,0.0292,0.0184,34,25,0.2034,295.058472,0.0000050613362,5,1,1
2022-01-02 00:00:00,29.4,29.4,23.3,77.63,0,10.5,1.5,81,1029.3,0,9.9,0,0,0,0,0.0269,0.0118,36,24,0.1802,294.955963,0.00000489454305,6,1,2
2022-01-02 01:00:00,28.5,22.9,22.5,78.02,0,10.1,5.1,266,1029.3,0,9.9,0,0,0,1,0.025,0.0078,27,20,0.1892,294.840851,0.00000474319904,6,1,2
2022-01-02 02:00:00,27.8,23.5,22.2,79.35,0,9.8,3.7,291,1029.7,0,9.9,0,0,0,2,0.0235,0.0022,24,19,0.1919,294.746307,0.00000463705828,6,1,2
2022-01-02 03:00:00,26.4,26.4,21.8,82.77,0,9.6,2.1,297,1029.6,0,9.9,0,0,0,3,0.0187,0.0015,16,13,0.1759,294.723663,0.00000456444832,6,1,2
2022-01-02 04:00:00,25.5,19.9,21,82.85,0,9.8,4.6,242,1029.5,0,9.9,0,0,0,4,0.0159,0.0007,13,11,0.1726,294.805725,0.00000451630922,6,1,2
2022-01-02 05:00:00,25.4,21.5,21.5,84.87,0,9.8,3.3,258,1029.6,0,9.9,0,0,0,5,0.0143,0.0004,14,7,0.1898,294.906494,0.00000448791661,6,1,2
2022-01-02 06:00:00,25.4,20.8,20.6,81.89,0,9.4,3.7,271,1030,0,9.9,0,0,0,6,0.0186,0.0053,13,6,0.1975,294.990875,0.00000446105287,6,1,2
2022-01-02 07:00:00,24.8,20,20.1,81.78,0,8.7,3.9,275,1030.6,0,9.9,3,0,0,7,0.0164,0.0025,11,5,0.2416,295.050568,0.00000447024468,6,1,2
2022-01-02 08:00:00,27.4,27.4,22.3,80.85,0,8.5,0.1,353,1030.8,0,9.9,24,0.1,0,8,0.0153,0.0094,16,4,0.1755,295.073303,0.00000452397899,6,1,2
2022-01-02 09:00:00,33.4,33.4,24.2,68.69,0,10.1,0,0,1031,0,9.9,89,0.3,1,9,0.0209,0.0211,19,9,0.1573,295.054993,0.00000459445573,6,1,2
2022-01-02 10:00:00,36.3,36.3,24.6,62.09,0,12.3,0,42.3,1031.3,0,9.9,229,0.8,2,10,0.0143,0.0089,9,8,0.1333,295.004578,0.00000469522502,6,1,2
2022-01-02 11:00:00,39.2,39.2,20.9,47.5,0,16.6,1.2,350,1030.7,0,9.9,324,1.2,3,11,0.0066,0.0026,8,3,0.1231,294.904144,0.00000480294784,6,1,2
2022-01-02 12:00:00,43.2,40,20.3,39.7,0,17,5.3,39,1029.2,0,9.9,373,1.3,4,12,0.0032,0.0006,7,1,0.1371,294.854553,0.00000487523585,6,1,2
2022-01-02 13:00:00,45.3,41.8,19.6,35.5,0,17.2,6.4,45,1027.7,0,9.9,360,1.3,4,13,0.0029,0.0004,5,3,0.1525,294.736115,0.00000493850803,6,1,2
2022-01-02 14:00:00,46.7,42.9,20.2,34.62,0,17,7.6,65,1027,0,9.9,285,1,3,14,0.0028,0.0005,4,2,0.1624,294.476746,0.00000502390549,6,1,2
2022-01-02 15:00:00,47.6,44.5,17.9,30.29,0,19.5,6.6,71,1026.6,0,9.9,148,0.5,1,15,0.0035,0.0003,6,2,0.1621,294.154816,0.00000512368842,6,1,2
2022-01-02 16:00:00,47,43.5,17.5,30.49,0,18.6,7.3,48,1026.4,0,9.9,44,0.2,0,16,0.0064,0.0023,10,3,0.1622,293.816772,0.00000525634641,6,1,2
2022-01-02 17:00:00,43.1,40,21.7,42.35,0,11.4,5.1,22,1026.3,0,9.9,12,0,0,17,0.0174,0.0015,14,8,0.2,293.487183,0.00000542101861,6,1,2
2022-01-02 18:00:00,38,38,23.9,56.32,0,8.5,2.1,360,1026.3,0,9.9,0,0,0,18,0.0284,0.0077,26,15,0.2815,293.190857,0.00000555715678,6,1,2
2022-01-02 19:00:00,34.3,28.6,23.3,63.99,0,7.8,6.4,279,1026.5,0,9.9,0,0,0,19,0.0306,0.0067,38,25,0.2536,292.917358,0.00000568995665,6,1,2
2022-01-02 20:00:00,32.7,27.7,23.4,68.14,0,7.6,5.2,265,1026.9,0,9.9,0,0,0,20,0.0281,0.003,33,19,0.3188,292.681091,0.00000585694397,6,1,2
2022-01-02 21:00:00,31.5,26.5,23.1,70.74,0,7.4,5,269,1026.8,0,9.9,0,0,0,21,0.0301,0.0067,34,15,0.2829,292.488953,0.00000601603597,6,1,2
2022-01-02 22:00:00,30.7,26.8,23.5,74.39,0,7.2,3.8,248,1026.8,0,9.9,0,0,0,22,0.0263,0.0102,37,19,0.257,292.370117,0.00000619372622,6,1,2
2022-01-02 23:00:00,29.3,24,23.5,78.54,0,8.1,5,260,1026.6,0,9.9,0,0,0,23,0.0286,0.0397,55,43,0.2399,292.267578,0.00000638515849,6,1,2
2022-01-03 00:00:00,28.8,28.8,22.3,76.55,0,7.2,1.7,298,1026.7,0,9.9,0,0,0,0,0.0262,0.0478,44,28,0.1995,292.152863,0.00000650755328,0,1,3
2022-01-03 01:00:00,28.4,28.4,21.8,75.97,0,6.5,2.8,277,1026.7,0,9.9,0,0,0,1,0.0223,0.0082,24,11,0.1929,292.051361,0.00000658726094,0,1,3
2022-01-03 02:00:00,27.3,27.3,21.3,77.8,0,6,3,289,1026,0,9.9,0,0,0,2,0.0215,0.0141,16,9,0.1946,291.976898,0.00000665544667,0,1,3
2022-01-03 03:00:00,26.8,26.8,21,78.45,0,6,2.3,304,1025.8,0,9.9,0,0,0,3,0.019,0.0017,12,7,0.1884,291.810516,0.00000666124743,0,1,3
2022-01-03 04:00:00,26.3,26.3,20.1,77.01,0,6,0,0,1025.7,0,9.9,0,0,0,4,0.0244,0.0161,16,6,0.3145,291.556244,0.00000668585699,0,1,3
2022-01-03 05:00:00,24.5,17.9,20.4,84.32,0,6,5.4,282,1025.5,0,9.9,0,0,0,5,0.026,0.0572,19,12,0.2146,291.288605,0.00000676006403,0,1,3
2022-01-03 06:00:00,23.8,19.6,19.5,83.69,0,5.8,3.3,283,1026.1,0,10.8,0,0,0,6,0.0236,0.0431,19,8,0.3027,291.037872,0.00000684715269,0,1,3
2022-01-03 07:00:00,24.5,24.5,20.1,83.11,0,5.8,1.8,268,1026.3,0.8,11.8,6,0,0,7,0.0304,0.0661,26,13,0.604,290.785767,0.00000698563872,0,1,3
2022-01-03 08:00:00,26.2,26.2,21.3,81.57,0,6.3,0,0,1026.7,0.8,11.8,28,0.1,0,8,0.0188,0.0203,15,9,0.4112,290.557861,0.00000715308079,0,1,3
2022-01-03 09:00:00,31,31,22.2,69.61,0,7.4,2,269,1027.2,0.8,11.8,103,0.4,1,9,0.0151,0.0125,12,7,0.1585,290.426422,0.00000731317505,0,1,3
2022-01-03 10:00:00,35.1,35.1,23.3,61.76,0,7.4,0.1,230,1027.2,1.5,11.8,237,0.9,2,10,0.0155,0.0116,11,5,0.1545,290.355194,0.00000751839752,0,1,3
2022-01-03 11:00:00,40.2,40.2,23.2,50.39,0,8.5,1.3,349,1026,1.5,11.8,328,1.2,3,11,0.0104,0.0067,16,4,0.1471,290.283936,0.00000775790431,0,1,3
2022-01-03 12:00:00,44.5,44.5,18.5,34.94,0,7.6,1.2,355,1024.6,1.5,11.8,374,1.3,4,12,0.0094,0.005,14,3,0.1766,290.153961,0.0000079398651,0,1,3
2022-01-03 13:00:00,46.1,46.1,19.3,34.14,0,9.8,0.1,180,1023.4,1.5,11.8,357,1.3,4,13,0.0085,0.0026,16,6,0.2037,289.963745,0.00000811520931,0,1,3
2022-01-03 14:00:00,48.7,48.7,20.2,32.04,0,11.9,0.1,9,1022.6,1.5,11.8,296,1.1,3,14,0.0114,0.0039,16,5,0.2235,289.699066,0.00000828513384,0,1,3
2022-01-03 15:00:00,49.9,49.9,22.6,33.9,0,14.3,0.1,352,1022.3,1.5,11.8,158,0.6,2,15,0.0145,0.0044,22,7,0.2071,289.362457,0.00000839608128,0,1,3
2022-01-03 16:00:00,50.6,50.6,24.5,35.8,0,13.9,1.2,16,1022.2,1.5,11.8,51,0.2,1,16,0.0229,0.0075,18,7,0.2697,289.041992,0.00000851829827,0,1,3
2022-01-03 17:00:00,45.4,44,29.7,54.04,0,10.5,3.5,360,1022.9,1.5,11.8,14,0.1,0,17,0.0323,0.0072,37,9,0.3252,288.796417,0.00000869566247,0,1,3
2022-01-03 18:00:00,42.4,42.4,28,56.42,0,11,2,307,1023.6,0.8,11.1,1,0,0,18,0.0357,0.0133,48,15,0.4567,288.628296,0.00000888041814000001,0,1,3
2022-01-03 19:00:00,44.7,39.2,24.3,44.39,0,11.4,10.6,258,1023.9,0.8,11.1,0,0,0,19,0.012,0.0005,10,9,0.4794,288.564453,0.00000911417283,0,1,3
2022-01-03 20:00:00,43.7,36.2,24.2,45.88,0,12.3,16.5,237,1024,2.7,11.1,0,0,0,20,0.0158,0.0011,14,7,0.4177,288.605225,0.00000935767002,0,1,3
2022-01-03 21:00:00,44.2,37.8,24.5,45.68,0,13.6,12.8,246,1023.7,2.7,11.1,0,0,0,21,0.0184,0.0012,18,6,0.4189,288.711273,0.00000947787885,0,1,3
2022-01-03 22:00:00,44.4,36.9,24.7,45.68,0,14.1,17.1,260,1023.7,2.7,11.1,0,0,0,22,0.0263,0.0102,20,6,0.349,288.750031,0.00000949017067,0,1,3
2022-01-03 23:00:00,43.8,35.7,24.7,46.62,0,32.2,19.2,255,1023.5,0,9.9,0,0,0,23,0.0102,0.0001,7,5,0.2989,288.67572,0.00000942312909,0,1,3
2022-01-04 00:00:00,40.8,35.3,25.7,54.46,0,29.8,8.6,245,1023.4,0,9.9,0,0,0,0,0.0078,0,7,5,0.2818,288.534607,0.00000923350308,1,1,4
2022-01-04 01:00:00,43.6,37.1,25.1,47.81,0,14.8,12.9,238,1023.1,0,9.9,0,0,0,1,0.0064,0.0014,10,6,0.2808,288.401642,0.00000900147916,1,1,4
2022-01-04 02:00:00,43.7,35.1,26.4,50.25,0,35.6,20.9,269,1022.8,0,9.9,0,0,0,2,0.0017,-0.0004,7,6,0.2378,288.302429,0.00000876942067,1,1,4
2022-01-04 03:00:00,46,38.5,26.2,45.66,0,35.1,19.2,278,1022.5,0,9.9,0,0,0,3,0.0015,-0.0004,6,1,0.2117,288.200531,0.00000847720639,1,1,4
2022-01-04 04:00:00,46.3,38.7,28.9,50.3,0,33.7,20.4,275,1022.6,0,9.9,0,0,0,4,0.0043,0.0019,4,-1,0.2249,288.167053,0.00000821426147,1,1,4
2022-01-04 05:00:00,45.6,38.1,31.3,57.08,0,31.1,18.9,271,1022.8,0,9.9,0,0,0,5,0.002,-0.0006,11,1,0.2994,288.250793,0.00000803858893,1,1,4
2022-01-04 06:00:00,45.6,38.7,29.9,53.93,0,32.2,16.3,278,1023.3,0.8,10.8,0,0,0,6,0.0019,-0.0007,6,2,0.4166,288.409271,0.00000782540974,1,1,4
2022-01-04 07:00:00,46.3,38.5,33,59.43,0,32.4,21.3,275,1023.7,1.5,11.5,4,0,0,7,0.0032,0.0042,4,3,0.5801,288.588104,0.0000076210963,1,1,4
2022-01-04 08:00:00,47.7,40,34.9,60.76,0,37.9,23.2,289,1024.1,1.5,11.5,27,0.1,0,8,0.003,0.0004,6,3,0.8288,288.777863,0.00000747996592,1,1,4
2022-01-04 09:00:00,50,42.8,36.2,58.94,0,34.1,24.6,290,1024.5,1.5,11.8,98,0.4,1,9,0.0033,0.0009,5,4,0.5041,289.047943,0.00000728054511,1,1,4
2022-01-04 10:00:00,52.9,52.9,37,54.69,0,43.6,23.9,325,1024.6,1.5,11.8,240,0.9,2,10,0.0026,0.0003,5,3,0.2607,289.330444,0.00000713248983,1,1,4
2022-01-04 11:00:00,55.9,55.9,36.7,48.47,0,35.5,21.5,287,1024.7,1.5,11.8,335,1.2,3,11,0.0023,0.0002,4,1,0.1591,289.49411,0.00000709762071,1,1,4
2022-01-04 12:00:00,58.9,58.9,36.2,42.67,0,31.1,19.1,289,1023.5,0.8,10.6,382,1.4,4,12,0.0026,0.0004,4,1,0.1236,289.555389,0.00000700361397,1,1,4
2022-01-04 13:00:00,61,61,35.5,38.57,0,16.8,18.3,292,1022.4,0.8,10.6,372,1.3,4,13,0.0023,0,4,0,0.0933,289.611725,0.00000693755783,1,1,4
2022-01-04 14:00:00,60.8,60.8,35.7,38.98,0,31.1,21.2,285,1021.9,0.8,10.6,286,1,3,14,0.0026,0.0002,3,0,0.1042,289.691498,0.00000693811899,1,1,4
2022-01-04 15:00:00,60.4,60.4,35,38.55,0,31.1,18.6,281,1021.7,1.5,11.8,125,0.5,1,15,0.003,0,5,2,0.1319,289.752441,0.00000681212896,1,1,4
2022-01-04 16:00:00,58.7,58.7,34.6,40.39,0,14.1,17,284,1021.8,1.5,11.8,33,0.1,0,16,0.0041,-0.0002,6,1,0.1904,289.876709,0.00000666784172,1,1,4
2022-01-04 17:00:00,54.2,54.2,35.2,48.53,0,11.6,14.8,289,1022,1.5,11.5,8,0,0,17,0.0093,0.0024,9,0,0.1913,290.082764,0.00000657407509,1,1,4
2022-01-04 18:00:00,50.7,50.7,35.5,55.94,0,12.5,12.6,291,1022.5,0.8,11.5,0,0,0,18,0.0073,0.0026,9,1,0.1867,290.325104,0.00000635962579,1,1,4
2022-01-04 19:00:00,46.8,43.2,35.5,64.59,0,12.8,7.3,308,1023,0.8,11.5,0,0,0,19,0.0039,-0.0001,7,2,0.2359,290.697388,0.00000617277283,1,1,4
2022-01-04 20:00:00,46.8,42.7,36.3,66.65,0,12.5,8.3,271,1023.3,0.8,11.5,0,0,0,20,0.0038,-0.0003,6,3,0.275,291.201599,0.00000611413816,1,1,4
2022-01-04 21:00:00,47.7,44.5,35.9,63.37,0,12.3,6.8,307,1023.5,0,11.1,0,0,0,21,0.0047,-0.0005,4,1,0.2792,291.744568,0.00000599569739,1,1,4
2022-01-04 22:00:00,46.2,41.7,36.2,67.9,0,11.9,9.1,293,1024,0,11.1,0,0,0,22,0.0263,0.0102,5,1,0.3212,292.204437,0.00000591618391,1,1,4
2022-01-04 23:00:00,45.7,41.4,35.8,68.1,0,11.9,8.1,247,1023.9,0,9.9,0,0,0,23,0.0193,0.0452,6,1,0.254,292.578278,0.00000592435208,1,1,4
2022-01-05 00:00:00,42.7,39.7,34.3,71.99,0,11.2,5,277,1023.4,0,9.9,0,0,0,0,0.0173,0.01,7,0,0.1951,292.880005,0.00000578711706,2,1,5
2022-01-05 01:00:00,40,40,32.4,74.05,0,10.3,2,211,1023,0,9.9,0,0,0,1,0.0122,0.0028,9,4,0.232,293.084351,0.00000560758917,2,1,5
2022-01-05 02:00:00,37.3,33.1,32.4,82.12,0,11,5.4,226,1022.8,0,9.9,0,0,0,2,0.0119,0.0015,8,3,0.262,293.218414,0.00000547424952,2,1,5
2022-01-05 03:00:00,36.6,32.8,31.3,80.73,0,10.7,4.7,132,1022.8,0,9.9,0,0,0,3,0.0185,0.0083,14,1,0.1956,293.487427,0.00000519327705,2,1,5
2022-01-05 04:00:00,34.7,29.7,29.7,81.95,0,11.2,5.6,22,1022.7,0,9.9,1,0,0,4,0.0262,0.0107,15,2,0.2,293.907898,0.00000494815686,2,1,5
2022-01-05 05:00:00,34.9,29.8,30.2,82.71,0,12.1,5.9,321,1022.9,0,9.9,0,0,0,5,0.0281,0.0174,19,3,0.2655,294.361053,0.00000483679787,2,1,5
2022-01-05 06:00:00,37.2,34.8,31.6,80.02,0,12.5,3.4,291,1023.2,0,11.1,0,0,0,6,0.0282,0.0258,17,6,0.3471,294.805878,0.0000046889345,2,1,5
2022-01-05 07:00:00,33.6,30.1,29.9,86.16,0,12.1,3.9,167,1023.5,0.8,11.8,4,0,0,7,0.0288,0.0342,31,5,0.4357,295.200317,0.0000046314467,2,1,5
2022-01-05 08:00:00,36.9,32.4,32.4,83.43,0,11,5.5,344,1024.2,0.8,11.8,26,0.1,0,8,0.0194,0.021,21,6,0.9944,295.497498,0.0000047270205,2,1,5
2022-01-05 09:00:00,40,40,34.1,79.25,0,11.6,2.8,91,1024.7,0.8,11.8,98,0.4,1,9,0.0102,0.0047,15,3,0.2952,295.688599,0.00000481800862,2,1,5
2022-01-05 10:00:00,47.6,47.6,37.7,68.43,0,11.9,1.7,324,1024.7,0.8,10.6,239,0.9,2,10,0.0052,0.0013,8,1,0.0819,295.829285,0.00000494167398,2,1,5
2022-01-05 11:00:00,52.6,52.6,38.5,58.58,0,13,2.9,76,1023.9,0.8,10.6,337,1.2,3,11,0.0043,0.0005,7,0,0.0651,295.931946,0.00000510759128,2,1,5
2022-01-05 12:00:00,54.6,54.6,37.7,52.61,0,13.2,5.5,34,1022.7,0.8,10.6,380,1.4,4,12,0.0063,0.0018,9,1,0.065,295.975677,0.00000520017875,2,1,5
2022-01-05 13:00:00,57.8,57.8,37.7,47.04,0,15.4,3.8,41,1021.4,0.8,10.6,372,1.3,4,13,0.0053,0.001,9,2,0.0713,295.946716,0.00000527356451,2,1,5
2022-01-05 14:00:00,59.7,59.7,37.3,43.21,0,15.7,2.2,33,1020.7,0.8,10.6,292,1.1,3,14,0.0049,0.0006,8,3,0.0748,295.874878,0.00000537261167,2,1,5
2022-01-05 15:00:00,60.7,60.7,37.5,42.09,0,15.2,4.2,23,1020.4,0.8,10.6,152,0.5,2,15,0.005,0.0006,7,3,0.0955,295.610352,0.00000539946677,2,1,5
2022-01-05 16:00:00,59.4,59.4,36.8,42.91,0,13.6,2.5,10,1020.4,1.5,11.8,45,0.2,0,16,0.0068,0.0001,6,2,0.1143,295.22113,0.0000054267789,2,1,5
2022-01-05 17:00:00,56,56,37,48.84,0,7.4,1.7,16,1020.5,1.5,11.5,12,0,0,17,0.031,0.0133,30,5,0.1508,294.882965,0.00000550766208,2,1,5
2022-01-05 18:00:00,50.2,50.2,37.3,61.16,0,7.8,4.8,313,1021.3,1.5,11.5,0,0,0,18,0.0345,0.0141,41,10,0.1361,294.522888,0.00000553896598,2,1,5
2022-01-05 19:00:00,46.7,44.4,36.9,68.51,0,8.3,5,247,1021.9,0.8,11.1,0,0,0,19,0.0335,0.0148,33,13,0.1462,294.108551,0.00000558723013,2,1,5
2022-01-05 20:00:00,43.2,43.2,36.7,77.51,0,8.5,1.4,280,1021.8,0.8,11.1,0,0,0,20,0.0293,0.018,28,10,0.2037,293.714478,0.00000569691656,2,1,5
2022-01-05 21:00:00,42.4,39,36.3,79.1,0,8.7,5.4,223,1021.7,0.8,11.1,0,0,0,21,0.0227,0.0133,22,7,0.2006,293.607147,0.00000577060518,2,1,5
2022-01-05 22:00:00,39.2,35,35.4,86.26,0,8.9,5.8,260,1021.7,0.8,10.8,0,0,0,22,0.0263,0.0102,15,6,0.2723,293.757141,0.00000587948261,2,1,5
2022-01-05 23:00:00,38,34.4,34.1,85.87,0,9.4,4.7,234,1021.3,0,9.9,0,0,0,23,0.0331,0.0559,17,7,0.2377,294.006226,0.0000060441389,2,1,5
2022-01-06 00:00:00,37.4,37.4,33.5,85.65,0,8.9,1.2,287,1020.9,0,9.9,0,0,0,0,0.0251,0.014,20,6,0.2048,294.354034,0.00000611736459,3,1,6
2022-01-06 01:00:00,35.8,35.8,32.8,88.73,0,8.7,1.2,292,1020.7,0,9.9,0,0,0,1,0.0238,0.0151,14,7,0.1771,294.79953,0.00000611226687,3,1,6
2022-01-06 02:00:00,38,38,33.5,83.66,0,8.1,1.4,284,1020.1,0,9.9,0,0,0,2,0.0248,0.0172,21,8,0.1717,295.295013,0.0000060886141,3,1,6
2022-01-06 03:00:00,34.2,34.2,30.8,87.21,0,8.3,1.2,83,1020,0,9.9,0,0,0,3,0.0209,0.0137,17,7,0.1489,295.766602,0.00000598014776,3,1,6
2022-01-06 04:00:00,34.6,30.7,31.2,87.23,0,8.1,4.3,293,1020,0,9.9,0,0,0,4,0.0183,0.015,13,10,0.1629,296.209991,0.00000586768874,3,1,6
2022-01-06 05:00:00,33.8,29.6,31.7,91.9,0,7.4,4.6,360,1020.3,0,9.9,0,0,0,5,0.02,0.02,24,10,0.2137,296.687531,0.00000580858068,3,1,6
2022-01-06 06:00:00,34.4,31.5,31.3,88.39,0,7.4,3.4,268,1020.7,1.5,11.1,0,0,0,6,0.0197,0.0455,29,8,0.3032,297.253876,0.00000571924329,3,1,6
2022-01-06 07:00:00,31.5,31.5,28.9,90.17,0,7.4,2,315,1021.1,0.8,11.8,2,0,0,7,0.0215,0.0512,27,9,0.3036,297.855621,0.00000566495191,3,1,6
2022-01-06 08:00:00,35.2,35.2,31.2,85.36,0,7.6,2.1,350,1021,0.8,11.1,24,0.1,0,8,0.0202,0.0391,26,12,0.5066,298.339722,0.00000567651205,3,1,6
2022-01-06 09:00:00,40,40,35.8,84.76,0,8.7,0.1,10,1021,0.8,11.1,96,0.3,1,9,0.0155,0.011,14,9,0.355,298.56427,0.00000562702598,3,1,6
2022-01-06 10:00:00,46,46,37.8,72.84,0,8.5,0.1,220,1021.1,0.8,11.8,237,0.9,2,10,0.0144,0.0082,17,6,0.1736,298.541077,0.000005584061,3,1,6
2022-01-06 11:00:00,52.3,52.3,39.8,62.38,0,9.2,2,45,1019.9,0,11.1,338,1.2,3,11,0.0144,0.007,22,7,0.1507,298.312195,0.00000556822397,3,1,6
2022-01-06 12:00:00,55.7,55.7,39.8,55.18,0,9.4,4.3,360,1018.4,0,11.7,388,1.4,4,12,0.015,0.0067,21,9,0.1615,297.960846,0.00000546712909,3,1,6
2022-01-06 13:00:00,59.9,59.9,35.5,39.92,0,9.2,0.3,100,1016.5,0,13,376,1.4,4,13,0.011,0.0023,17,6,0.1591,297.652008,0.00000536592233,3,1,6
2022-01-06 14:00:00,62,62,37.3,39.86,0,8.3,0,0,1015.1,1,11.6,296,1.1,3,14,0.0093,0.0011,15,5,0.1753,297.487,0.00000529296221,3,1,6
2022-01-06 15:00:00,62.6,62.6,37.8,39.84,0,6.7,0,0,1015,2.1,11.8,171,0.6,2,15,0.0112,0.001,16,7,0.1981,297.553955,0.00000515507418,3,1,6
2022-01-06 16:00:00,63.3,63.3,36.6,37.1,0,4.3,0,317.4,1014.6,0.8,11.8,46,0.2,0,16,0.0173,0.0028,12,3,0.3526,297.786163,0.00000502787179,3,1,6
2022-01-06 17:00:00,58.9,58.9,38.4,46.57,0,2.9,0,0,1014.6,0.8,11.6,13,0,0,17,0.0354,0.0124,44,3,0.5401,297.994995,0.00000494741425,3,1,6
2022-01-06 18:00:00,53,53,38,56.61,0,4.3,0,0,1014.8,0.8,11.5,0,0,0,18,0.0395,0.0297,56,7,0.7308,298.156036,0.00000484391785,3,1,6
2022-01-06 19:00:00,47.3,45.3,38.6,71.75,0,6.5,4.7,233,1015,0,11.5,0,0,0,19,0.0356,0.0358,48,17,0.6864,298.299286,0.00000477947378,3,1,6
